YEAR,MO,DY,HR,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SRF_ALB,SZA,QV2M,T2M,WS10M
2024,2,5,9,453.4,402.75,0.62,0.13,62.14,6.04,13.26,2.06
2024,2,5,10,602.2,591.73,0.72,0.14,54.08,5.07,16.26,2.63
2024,2,5,11,663.1,661.69,0.72,0.12,48.99,4.58,17.64,2.66
2024,2,5,12,684.83,684.93,0.73,0.13,47.84,4.27,18.46,2.75
2024,2,5,13,635.38,620.05,0.7,0.13,50.91,4.15,18.74,2.74
2024,2,5,14,519.62,517.9,0.69,0.13,57.51,4.03,18.55,2.66
2024,2,5,15,352,357.29,0.64,0.12,66.59,3.97,17.87,2.54
2024,2,5,16,160.35,164.79,0.53,0.16,77.26,5.43,15.62,1.75
2024,2,5,17,14.67,18.25,0.36,0.14,87.9,4.7,12.74,2.06
2024,2,5,18,0,0,-999,-999,-999,4.33,11.85,2.11
2024,2,5,19,0,0,-999,-999,-999,4.15,11.37,2.02
2024,2,5,20,0,0,-999,-999,-999,4.03,10.98,1.87
2024,2,5,21,0,0,-999,-999,-999,3.91,10.42,1.64
2024,2,5,22,0,0,-999,-999,-999,3.72,10.11,1.41
2024,2,5,23,0,0,-999,-999,-999,3.6,9.97,1.26
2024,2,6,0,0,0,-999,-999,-999,3.54,9.58,1.19
2024,2,6,1,0,0,-999,-999,-999,3.48,8.68,1.22
2024,2,6,2,0,0,-999,-999,-999,3.48,7.59,1.35
2024,2,6,3,0,0,-999,-999,-999,3.48,6.86,1.57
2024,2,6,4,0,0,-999,-999,-999,3.48,6.23,1.84
2024,2,6,5,0,0,-999,-999,-999,3.48,5.54,2.02
2024,2,6,6,0,0,-999,-999,-999,3.48,5.05,2.11
2024,2,6,7,69.88,65.12,0.4,0.17,83.23,4.03,6.39,1.88
2024,2,6,8,263.98,254.51,0.59,0.09,71.98,3.91,9.82,2.17
2024,2,6,9,455.92,463.1,0.7,0.12,61.92,4.03,13.05,2.04
2024,2,6,10,606.85,612.16,0.74,0.13,53.82,3.72,16.54,3.39
2024,2,6,11,678.35,680.46,0.73,0.14,48.7,3.72,17.58,3.59
2024,2,6,12,699.67,701.24,0.74,0.13,47.54,3.78,18.23,3.77
2024,2,6,13,648.1,644.66,0.73,0.13,50.62,3.85,18.56,3.9
2024,2,6,14,529.25,533.46,0.7,0.13,57.25,3.85,18.43,3.65
2024,2,6,15,361.15,365.45,0.65,0.11,66.36,3.91,17.86,3.09
2024,2,6,16,166.5,170.86,0.55,0.16,77.05,5.37,15.5,1.79
2024,2,6,17,15.83,19.55,0.36,0.14,87.79,4.39,13.48,1.55
2024,2,6,18,0,0,-999,-999,-999,3.97,13.73,1.05
2024,2,6,19,0,0,-999,-999,-999,3.78,13.71,0.75
2024,2,6,20,0,0,-999,-999,-999,3.72,13.2,0.63
2024,2,6,21,0,0,-999,-999,-999,3.72,12.42,0.71
2024,2,6,22,0,0,-999,-999,-999,3.66,11.65,0.83
2024,2,6,23,0,0,-999,-999,-999,3.72,11.32,0.9
2024,2,7,0,0,0,-999,-999,-999,3.72,10.88,0.92
2024,2,7,1,0,0,-999,-999,-999,3.78,9.7,1.21
2024,2,7,2,0,0,-999,-999,-999,3.85,8.74,1.49
2024,2,7,3,0,0,-999,-999,-999,3.85,7.87,1.81
2024,2,7,4,0,0,-999,-999,-999,3.85,6.94,2.01
2024,2,7,5,0,0,-999,-999,-999,3.72,6.15,2.02
2024,2,7,6,0,0,-999,-999,-999,3.72,5.82,1.88
2024,2,7,7,71.83,48.06,0.28,0.16,83.06,4.21,7.48,1.39
2024,2,7,8,270.52,191.62,0.44,0.16,71.79,4.03,10.42,1.29
2024,2,7,9,466.6,337.37,0.51,0.16,61.7,4.03,13.49,1.49
2024,2,7,10,617.58,487.25,0.59,0.14,53.55,3.66,17.16,3.18
2024,2,7,11,681.08,590.99,0.63,0.12,48.41,3.6,18.19,4.11
2024,2,7,12,702.95,684.91,0.72,0.13,47.23,3.6,18.7,4.75
2024,2,7,13,654.05,651.47,0.73,0.12,50.33,3.66,18.81,5.06
2024,2,7,14,540.55,543.9,0.71,0.13,56.98,3.66,18.47,5.13
2024,2,7,15,373.42,378.59,0.67,0.13,66.12,3.72,17.76,5.04
2024,2,7,16,178.38,183.38,0.58,0.17,76.85,4.39,15.36,3.25
2024,2,7,17,17.9,21.78,0.38,0.14,87.67,4.39,11.23,3.2
2024,2,7,18,0,0,-999,-999,-999,4.15,9.86,3.41
2024,2,7,19,0,0,-999,-999,-999,3.97,9.02,3.52
2024,2,7,20,0,0,-999,-999,-999,3.78,8.32,3.63
2024,2,7,21,0,0,-999,-999,-999,3.72,7.75,3.74
2024,2,7,22,0,0,-999,-999,-999,3.66,7.2,3.85
2024,2,7,23,0,0,-999,-999,-999,3.54,6.65,3.92
2024,2,8,0,0,0,-999,-999,-999,3.48,6.12,4.03
2024,2,8,1,0,0,-999,-999,-999,3.42,5.63,4.2
2024,2,8,2,0,0,-999,-999,-999,3.36,5.09,4.31
2024,2,8,3,0,0,-999,-999,-999,3.3,4.5,4.31
2024,2,8,4,0,0,-999,-999,-999,3.23,3.97,4.25
2024,2,8,5,0,0,-999,-999,-999,3.23,3.4,4.07
2024,2,8,6,0,0,-999,-999,-999,3.23,2.84,3.82
2024,2,8,7,104.85,106.04,0.61,0.22,82.88,3.3,4.9,4.62
2024,2,8,8,325.95,333.13,0.75,0.2,71.59,3.42,7.67,3.77
2024,2,8,9,525.8,533.77,0.8,0.19,61.46,3.6,11.65,3.18
2024,2,8,10,677.62,682.61,0.81,0.18,53.29,3.48,15.77,4.46
2024,2,8,11,765.42,769.26,0.82,0.16,48.1,3.23,18.83,5.6
2024,2,8,12,786.1,787.52,0.82,0.18,46.92,2.99,21.02,6.46
2024,2,8,13,733.6,738.52,0.82,0.16,50.03,2.87,22.02,6.4
2024,2,8,14,614.45,618.22,0.8,0.16,56.72,2.87,22.21,5.76
2024,2,8,15,438.9,442.39,0.77,0.19,65.9,3.36,21.52,4.52
2024,2,8,16,224.08,228.09,0.7,0.19,76.65,4.7,17.7,2.96
2024,2,8,17,27.1,31.02,0.52,0.17,87.56,3.97,12.84,3.79
2024,2,8,18,0,0,-999,-999,-999,3.66,11.4,4.06
2024,2,8,19,0,0,-999,-999,-999,3.54,10.56,4.1
2024,2,8,20,0,0,-999,-999,-999,3.54,9.74,4.09
2024,2,8,21,0,0,-999,-999,-999,3.48,8.97,4.05
2024,2,8,22,0,0,-999,-999,-999,3.48,8.15,3.93
2024,2,8,23,0,0,-999,-999,-999,3.48,7.37,3.83
2024,2,9,0,0,0,-999,-999,-999,3.48,6.64,3.73
2024,2,9,1,0,0,-999,-999,-999,3.42,5.94,3.62
2024,2,9,2,0,0,-999,-999,-999,3.42,5.26,3.47
2024,2,9,3,0,0,-999,-999,-999,3.36,4.64,3.28
2024,2,9,4,0,0,-999,-999,-999,3.3,4.22,2.99
2024,2,9,5,0,0,-999,-999,-999,3.23,4.37,2.56
2024,2,9,6,0,0,-999,-999,-999,3.11,5.07,1.99
2024,2,9,7,103.73,97.36,0.55,0.19,82.69,3.72,7.2,1.43
2024,2,9,8,323.15,326.95,0.73,0.22,71.39,3.36,10.61,1.67
2024,2,9,9,521.83,527.78,0.78,0.2,61.23,3.6,13.82,1.66
2024,2,9,10,672.85,678.75,0.8,0.2,53.02,3.85,18.58,1.73
2024,2,9,11,752.15,755.56,0.8,0.17,47.8,3.48,22.01,1.69
2024,2,9,12,772.1,772.98,0.8,0.18,46.6,3.3,23.23,0.88
2024,2,9,13,719.15,724.65,0.8,0.16,49.73,3.3,23.7,0.31
2024,2,9,14,600.52,607.19,0.79,0.16,56.45,3.3,23.44,0.17
2024,2,9,15,426.1,431.98,0.75,0.19,65.66,3.48,22.66,0.05
2024,2,9,16,213.73,218.95,0.66,0.18,76.45,4.33,20.95,0.2
2024,2,9,17,24.95,29.15,0.47,0.16,87.44,3.54,18.87,0.58
2024,2,9,18,0,0,-999,-999,-999,3.36,17.32,0.95
2024,2,9,19,0,0,-999,-999,-999,3.36,16.18,1.3
2024,2,9,20,0,0,-999,-999,-999,3.6,14.07,1.74
2024,2,9,21,0,0,-999,-999,-999,3.72,12.44,2.3
2024,2,9,22,0,0,-999,-999,-999,3.78,10.81,2.72
2024,2,9,23,0,0,-999,-999,-999,3.78,9.59,2.94
2024,2,10,0,0,0,-999,-999,-999,3.78,8.78,2.98
2024,2,10,1,0,0,-999,-999,-999,3.72,8.23,2.88
2024,2,10,2,0,0,-999,-999,-999,3.72,7.9,2.65
2024,2,10,3,0,0,-999,-999,-999,3.66,7.65,2.35
2024,2,10,4,0,0,-999,-999,-999,3.6,7.6,2.04
2024,2,10,5,0,0,-999,-999,-999,3.54,7.49,1.7
2024,2,10,6,0,0,-999,-999,-999,3.48,7.64,1.45
2024,2,10,7,99.75,84.21,0.46,0.18,82.48,3.97,8.86,1.22
2024,2,10,8,313.42,319.01,0.71,0.2,71.18,3.91,11.59,1.41
2024,2,10,9,509.83,518.51,0.77,0.19,60.99,4.09,14.48,1.15
2024,2,10,10,659.02,661.77,0.78,0.19,52.74,4.03,19.71,1
2024,2,10,11,716.65,718.81,0.76,0.16,47.49,3.91,22.47,1.13
2024,2,10,12,734.45,731.02,0.76,0.15,46.28,3.91,23.39,1.43
2024,2,10,13,685.2,689.45,0.76,0.16,49.43,3.91,23.71,1.67
2024,2,10,14,569.7,574.16,0.73,0.15,56.18,3.91,23.32,1.73
2024,2,10,15,400.83,406.93,0.7,0.15,65.43,4.15,22.48,1.62
2024,2,10,16,199.05,203.89,0.61,0.17,76.24,5.62,19.86,1.35
2024,2,10,17,23.38,27.62,0.42,0.16,87.32,4.46,17.73,1.32
2024,2,10,18,0,0,-999,-999,-999,4.09,17.19,1.18
2024,2,10,19,0,0,-999,-999,-999,3.85,16.78,0.97
2024,2,10,20,0,0,-999,-999,-999,3.85,15.98,0.95
2024,2,10,21,0,0,-999,-999,-999,3.85,14.65,1.38
2024,2,10,22,0,0,-999,-999,-999,3.91,13.03,1.77
2024,2,10,23,0,0,-999,-999,-999,3.85,12.01,1.92
2024,2,11,0,0,0,-999,-999,-999,3.78,11.26,1.81
2024,2,11,1,0,0,-999,-999,-999,3.72,10.87,1.53
2024,2,11,2,0,0,-999,-999,-999,3.66,10.7,1.1
2024,2,11,3,0,0,-999,-999,-999,3.6,10.51,0.92
2024,2,11,4,0,0,-999,-999,-999,3.54,10.01,1.02
2024,2,11,5,0,0,-999,-999,-999,3.54,9.47,1.08
2024,2,11,6,0,0,-999,-999,-999,3.54,9.04,1.15
2024,2,11,7,102.83,78.43,0.41,0.16,82.28,3.97,9.81,1.22
2024,2,11,8,316.77,245.05,0.54,0.17,70.97,4.03,12.58,1.69
2024,2,11,9,512.38,459.7,0.67,0.17,60.74,4.15,15.27,1.82
2024,2,11,10,660.5,664.86,0.78,0.18,52.45,4.15,19.75,2.96
2024,2,11,11,710.23,711.26,0.75,0.16,47.17,3.97,22.42,3.62
2024,2,11,12,727.35,728.15,0.75,0.15,45.96,4.03,23.38,3.37
2024,2,11,13,674.7,677.67,0.74,0.14,49.12,4.03,23.73,3.12
2024,2,11,14,555.98,560.21,0.72,0.13,55.91,4.09,23.49,2.77
2024,2,11,15,383.77,387.38,0.66,0.12,65.2,4.27,22.66,2.21
2024,2,11,16,186.35,189.91,0.56,0.16,76.03,5.98,19.8,1.61
2024,2,11,17,21.58,25.73,0.38,0.14,87.2,4.64,17.42,1.53
2024,2,11,18,0,0,-999,-999,-999,4.27,16.55,1.41
2024,2,11,19,0,0,-999,-999,-999,4.09,16.19,1.21
2024,2,11,20,0,0,-999,-999,-999,3.85,16.32,0.94
2024,2,11,21,0,0,-999,-999,-999,3.72,15.91,0.7
2024,2,11,22,0,0,-999,-999,-999,3.72,15.28,0.54
2024,2,11,23,0,0,-999,-999,-999,3.78,14.05,0.84
2024,2,12,0,0,0,-999,-999,-999,3.78,11.94,1.68
2024,2,12,1,0,0,-999,-999,-999,3.78,10.35,2.09
2024,2,12,2,0,0,-999,-999,-999,3.72,9.83,2.01
2024,2,12,3,0,0,-999,-999,-999,3.6,9.98,1.51
2024,2,12,4,0,0,-999,-999,-999,3.48,10.4,1.07
2024,2,12,5,0,0,-999,-999,-999,3.42,10.28,0.74
2024,2,12,6,0,0,-999,-999,-999,3.42,10.15,0.39
2024,2,12,7,91.12,44.91,0.23,0.16,82.06,3.72,10.89,0.25
2024,2,12,8,294.58,156.71,0.34,0.16,70.76,3.97,12.81,0.97
2024,2,12,9,489.77,254.4,0.37,0.16,60.49,4.03,15.14,1.2
2024,2,12,10,639.92,380.5,0.45,0.16,52.17,3.97,19.08,1.31
2024,2,12,11,688.65,466.11,0.48,0.17,46.86,3.85,22.01,1.4
2024,2,12,12,707.95,481.06,0.49,0.17,45.63,3.91,23.13,1.59
2024,2,12,13,655.95,440.47,0.48,0.17,48.81,3.91,22.88,1.34
2024,2,12,14,537.88,375.14,0.48,0.16,55.64,4.21,21.98,1.29
2024,2,12,15,367.23,187.5,0.32,0.16,64.96,5.8,20.14,1.2
2024,2,12,16,171.75,120.37,0.35,0.16,75.83,5.62,18.39,1.6
2024,2,12,17,20.42,16.91,0.23,0.12,87.07,5.19,16.27,2.25
2024,2,12,18,0,0,-999,-999,-999,5.19,14.87,2.6
2024,2,12,19,0,0,-999,-999,-999,5.13,14.14,2.66
2024,2,12,20,0,0,-999,-999,-999,5,13.51,2.65
2024,2,12,21,0,0,-999,-999,-999,4.94,12.83,2.66
2024,2,12,22,0,0,-999,-999,-999,4.88,12.24,2.64
2024,2,12,23,0,0,-999,-999,-999,4.82,11.87,2.49
2024,2,13,0,0,0,-999,-999,-999,4.76,11.69,2.25
2024,2,13,1,0,0,-999,-999,-999,4.64,11.32,2.13
2024,2,13,2,0,0,-999,-999,-999,4.52,10.7,2.15
2024,2,13,3,0,0,-999,-999,-999,4.46,10.26,2.19
2024,2,13,4,0,0,-999,-999,-999,4.33,9.83,2.24
2024,2,13,5,0,0,-999,-999,-999,4.27,9.4,2.28
2024,2,13,6,0,0,-999,-999,-999,4.09,8.94,2.28
2024,2,13,7,70.12,58.38,0.3,0.17,81.84,4.76,10.43,2
2024,2,13,8,239.48,183.63,0.39,0.16,70.54,4.46,13.93,2.41
2024,2,13,9,409.17,353.8,0.51,0.06,60.24,4.64,16.65,2
2024,2,13,10,550.15,486.05,0.56,0.09,51.88,4.03,20.95,2.41
2024,2,13,11,668.2,668.2,0.7,0.14,46.53,4.09,22.41,1.69
2024,2,13,12,686.6,684.2,0.7,0.12,45.3,4.27,23.01,1.25
2024,2,13,13,630.67,629.52,0.68,0.12,48.51,4.27,23.23,0.97
2024,2,13,14,509.83,512.11,0.65,0.1,55.38,4.27,23.08,0.72
2024,2,13,15,341.85,348.27,0.59,0.07,64.73,4.39,22.41,0.58
2024,2,13,16,165.38,170.16,0.49,0.16,75.62,5.8,20.65,0.62
2024,2,13,17,19.55,23.92,0.32,0.14,86.94,4.76,18.43,1.01
2024,2,13,18,0,0,-999,-999,-999,4.58,16.83,1.35
2024,2,13,19,0,0,-999,-999,-999,4.46,15.9,1.64
2024,2,13,20,0,0,-999,-999,-999,4.33,15.15,1.65
2024,2,13,21,0,0,-999,-999,-999,4.21,14.58,1.45
2024,2,13,22,0,0,-999,-999,-999,4.09,14.15,1.26
2024,2,13,23,0,0,-999,-999,-999,4.03,13.41,1.22
2024,2,14,0,0,0,-999,-999,-999,4.03,12.42,1.39
2024,2,14,1,0,0,-999,-999,-999,4.03,11.36,1.53
2024,2,14,2,0,0,-999,-999,-999,3.97,10.99,1.48
2024,2,14,3,0,0,-999,-999,-999,3.85,11.4,1.23
2024,2,14,4,0,0,-999,-999,-999,3.85,11.4,0.82
2024,2,14,5,0,0,-999,-999,-999,3.78,11.58,0.41
2024,2,14,6,0,0,-999,-999,-999,3.78,11.09,0.62
2024,2,14,7,80.85,79.21,0.39,0.17,81.61,4.39,11.24,1.05
2024,2,14,8,269.2,238.55,0.51,0.16,70.31,4.27,13.68,1.58
2024,2,14,9,463.67,467.72,0.67,0.16,59.98,4.27,16.25,1.52
2024,2,14,10,612.8,615.94,0.71,0.18,51.59,4.39,20.81,1.84
2024,2,14,11,702.62,704.04,0.73,0.17,46.2,4.52,23.15,1.47
2024,2,14,12,724.62,725.02,0.73,0.19,44.97,4.7,24.12,1.12
2024,2,14,13,677.17,679.68,0.73,0.15,48.2,4.7,24.58,0.93
2024,2,14,14,565.17,571.08,0.71,0.15,55.1,4.7,24.54,1
2024,2,14,15,400.5,408.04,0.68,0.15,64.49,4.88,23.9,1.24
2024,2,14,16,199.27,197.06,0.56,0.18,75.43,6.71,21.5,1.35
2024,2,14,17,26.27,30.3,0.39,0.15,86.81,5.43,18.58,1.97
2024,2,14,18,0,0,-999,-999,-999,5.13,16.49,2.42
2024,2,14,19,0,0,-999,-999,-999,5,15.11,2.79
2024,2,14,20,0,0,-999,-999,-999,4.88,13.8,3.05
2024,2,14,21,0,0,-999,-999,-999,4.7,12.63,3.22
2024,2,14,22,0,0,-999,-999,-999,4.58,11.63,3.31
2024,2,14,23,0,0,-999,-999,-999,4.52,10.76,3.29
2024,2,15,0,0,0,-999,-999,-999,4.39,10.01,3.18
2024,2,15,1,0,0,-999,-999,-999,4.33,9.4,3
2024,2,15,2,0,0,-999,-999,-999,4.27,9.05,2.74
2024,2,15,3,0,0,-999,-999,-999,4.21,8.87,2.46
2024,2,15,4,0,0,-999,-999,-999,4.09,8.87,2.13
2024,2,15,5,0,0,-999,-999,-999,4.03,8.85,1.75
2024,2,15,6,0,0,-999,-999,-999,4.03,8.6,1.5
2024,2,15,7,121.25,104.34,0.5,0.17,81.38,4.7,10.34,1.26
2024,2,15,8,340.15,317.65,0.66,0.19,70.09,4.33,13.24,1.34
2024,2,15,9,540.88,547.7,0.78,0.19,59.72,4.58,16.33,1.15
2024,2,15,10,692.27,698.82,0.8,0.17,51.28,4.27,21.17,2.31
2024,2,15,11,760.77,762.05,0.78,0.16,45.88,4.03,23.86,2.69
2024,2,15,12,779.05,780.85,0.79,0.17,44.63,3.97,24.81,2.51
2024,2,15,13,724.27,728.34,0.78,0.16,47.88,3.97,25.16,2.33
2024,2,15,14,602.55,608.48,0.76,0.15,54.83,3.97,24.92,2.07
2024,2,15,15,426.08,432.08,0.71,0.14,64.26,4.15,24.23,1.74
2024,2,15,16,216.35,219.33,0.62,0.16,75.23,6.04,21.94,1.22
2024,2,15,17,28.98,33.1,0.41,0.16,86.68,4.46,20.19,1.1
2024,2,15,18,0,0,-999,-999,-999,3.97,19.44,0.84
2024,2,15,19,0,0,-999,-999,-999,3.78,18.98,0.48
2024,2,15,20,0,0,-999,-999,-999,3.66,18.4,0.17
2024,2,15,21,0,0,-999,-999,-999,3.66,17.48,0.47
2024,2,15,22,0,0,-999,-999,-999,3.72,16.27,0.74
2024,2,15,23,0,0,-999,-999,-999,3.72,15.24,0.88
2024,2,16,0,0,0,-999,-999,-999,3.72,14.44,0.83
2024,2,16,1,0,0,-999,-999,-999,3.72,13.9,0.64
2024,2,16,2,0,0,-999,-999,-999,3.66,13.49,0.43
2024,2,16,3,0,0,-999,-999,-999,3.66,12.98,0.27
2024,2,16,4,0,0,-999,-999,-999,3.66,12.46,0.24
2024,2,16,5,0,0,-999,-999,-999,3.6,11.98,0.39
2024,2,16,6,0,0,-999,-999,-999,3.54,11.51,0.63
2024,2,16,7,96.88,86.92,0.41,0.17,81.12,4.03,12.06,0.87
2024,2,16,8,293.7,283.14,0.59,0.15,69.85,4.21,14.37,1.16
2024,2,16,9,487.98,489.59,0.69,0.16,59.45,4.21,17.14,1.18
2024,2,16,10,638.15,643.18,0.73,0.17,50.98,3.91,21.96,1.42
2024,2,16,11,706.38,707.16,0.73,0.16,45.54,3.42,24.81,1.76
2024,2,16,12,726.7,729.3,0.73,0.15,44.29,3.36,25.58,1.74
2024,2,16,13,674.88,678.85,0.72,0.15,47.57,3.36,25.81,1.67
2024,2,16,14,558.85,562.41,0.7,0.12,54.55,3.36,25.42,1.55
2024,2,16,15,389.1,396.38,0.65,0.12,64.02,3.48,24.57,1.19
2024,2,16,16,194.88,199.11,0.55,0.16,75.02,4.7,22.74,0.63
2024,2,16,17,26.12,30.29,0.36,0.14,86.54,3.54,21.06,0.52
2024,2,16,18,0,0,-999,-999,-999,3.23,20.2,0.23
2024,2,16,19,0,0,-999,-999,-999,3.23,19.09,0.48
2024,2,16,20,0,0,-999,-999,-999,3.17,17.91,0.98
2024,2,16,21,0,0,-999,-999,-999,3.36,16.49,1.25
2024,2,16,22,0,0,-999,-999,-999,3.42,15.25,1.31
2024,2,16,23,0,0,-999,-999,-999,3.48,14.12,1.56
2024,2,17,0,0,0,-999,-999,-999,3.54,12.83,1.77
2024,2,17,1,0,0,-999,-999,-999,3.6,11.9,1.8
2024,2,17,2,0,0,-999,-999,-999,3.6,11.6,1.68
2024,2,17,3,0,0,-999,-999,-999,3.66,11.98,1.37
2024,2,17,4,0,0,-999,-999,-999,3.54,12.55,0.99
2024,2,17,5,0,0,-999,-999,-999,3.42,12.83,0.62
2024,2,17,6,0,0,-999,-999,-999,3.36,12.29,0.59
2024,2,17,7,96.17,81.79,0.37,0.16,80.88,3.97,12.83,0.68
2024,2,17,8,290.58,257.63,0.53,0.15,69.62,3.72,14.97,0.93
2024,2,17,9,485.95,420.41,0.59,0.16,59.19,3.97,17.85,0.81
2024,2,17,10,637.42,613.2,0.7,0.16,50.67,3.85,22.95,2.4
2024,2,17,11,675.45,613.64,0.62,0.12,45.2,3.91,25.03,2.8
2024,2,17,12,700.85,666.85,0.66,0.12,43.95,3.97,25.85,2.69
2024,2,17,13,651.62,653.56,0.69,0.12,47.25,4.03,26.16,2.65
2024,2,17,14,536.17,540.23,0.66,0.11,54.28,4.09,25.98,2.61
2024,2,17,15,366.6,367.3,0.59,0.09,63.8,4.27,25.21,2.15
2024,2,17,16,176.9,175.59,0.48,0.17,74.82,6.47,22.89,1.29
2024,2,17,17,24.92,28.92,0.33,0.15,86.41,4.7,22.24,0.54
2024,2,17,18,0,0,-999,-999,-999,4.58,20.97,0.9
2024,2,17,19,0,0,-999,-999,-999,5.07,18.82,1.74
2024,2,17,20,0,0,-999,-999,-999,5,17.37,2.05
2024,2,17,21,0,0,-999,-999,-999,4.7,16.33,2.06
2024,2,17,22,0,0,-999,-999,-999,4.64,14.98,2.33
2024,2,17,23,0,0,-999,-999,-999,4.76,13.56,2.8
2024,2,18,0,0,0,-999,-999,-999,4.94,13.03,3.02
2024,2,18,1,0,0,-999,-999,-999,5,12.8,3
2024,2,18,2,0,0,-999,-999,-999,5,12.51,2.92
2024,2,18,3,0,0,-999,-999,-999,4.94,11.66,2.94
2024,2,18,4,0,0,-999,-999,-999,4.76,10.37,3.12
2024,2,18,5,0,0,-999,-999,-999,4.64,9.69,3.17
2024,2,18,6,0,0,-999,-999,-999,4.64,9.27,3.06
2024,2,18,7,88.08,47.2,0.21,0.16,80.61,4.76,11.98,3.32
2024,2,18,8,266.3,106.48,0.22,0.15,69.38,4.64,14.55,3.64
2024,2,18,9,453.2,157.02,0.22,0.16,58.91,4.94,17.05,3.08
2024,2,18,10,602.1,196.73,0.22,0.16,50.36,5.07,18.14,2.93
2024,2,18,11,652.48,218.1,0.22,0.16,44.86,5.07,18.6,2.73
2024,2,18,12,681.15,233.34,0.23,0.16,43.6,4.88,19.53,3.02
2024,2,18,13,634.6,265.48,0.28,0.16,46.94,4.88,20.22,3.82
2024,2,18,14,520.62,196.88,0.24,0.16,54.01,5,20.51,4.61
2024,2,18,15,355.4,154.07,0.25,0.16,63.56,5.43,19.97,4.58
2024,2,18,16,169.05,102.9,0.28,0.16,74.62,5.92,18.65,4.51
2024,2,18,17,24.8,18.91,0.21,0.13,86.27,6.16,16.74,4.88
2024,2,18,18,0,0,-999,-999,-999,6.35,16.12,5.83
2024,2,18,19,0,0,-999,-999,-999,6.65,15.47,5.85
2024,2,18,20,0,0,-999,-999,-999,6.96,14.78,5.35
2024,2,18,21,0,0,-999,-999,-999,7.14,14.23,4.84
2024,2,18,22,0,0,-999,-999,-999,7.2,13.84,4.88
2024,2,18,23,0,0,-999,-999,-999,7.08,13.69,5.64
2024,2,19,0,0,0,-999,-999,-999,6.77,13.32,5.35
2024,2,19,1,0,0,-999,-999,-999,6.41,12.05,3.93
2024,2,19,2,0,0,-999,-999,-999,6.04,12.62,4.97
2024,2,19,3,0,0,-999,-999,-999,5.8,13.14,6.47
2024,2,19,4,0,0,-999,-999,-999,5.68,12.8,6.9
2024,2,19,5,0,0,-999,-999,-999,5.49,12.13,6.23
2024,2,19,6,0,0,-999,-999,-999,5.31,11.99,6.28
2024,2,19,7,84.5,51.37,0.22,0.16,80.34,5.13,12.89,7.17
2024,2,19,8,249.65,156.47,0.31,0.16,69.13,5,14.83,7.84
2024,2,19,9,420.23,291.15,0.4,0.16,58.63,4.88,17.45,8.14
2024,2,19,10,562.6,412.57,0.46,0.17,50.04,5,19.45,8.47
2024,2,19,11,627.67,496.63,0.5,0.17,44.51,5.31,20.76,8.47
2024,2,19,12,668.92,447.64,0.44,0.17,43.25,5.74,22.02,8.18
2024,2,19,13,622.8,437.34,0.45,0.17,46.62,6.29,23.55,7.74
2024,2,19,14,508.08,241.82,0.3,0.16,53.73,7.08,24.7,6.97
2024,2,19,15,345.83,171.66,0.27,0.16,63.33,8.42,24.03,5.49
2024,2,19,16,163.33,86.85,0.23,0.16,74.42,9.64,22.14,3.97
2024,2,19,17,25.25,22.17,0.23,0.14,86.12,9.95,20.01,3.33
2024,2,19,18,0,0,-999,-999,-999,9.4,18.54,3.47
2024,2,19,19,0,0,-999,-999,-999,8.54,17.05,3.57
2024,2,19,20,0,0,-999,-999,-999,7.75,15.45,3.37
2024,2,19,21,0,0,-999,-999,-999,7.2,14.27,2.93
2024,2,19,22,0,0,-999,-999,-999,6.9,14.04,2.19
2024,2,19,23,0,0,-999,-999,-999,6.84,13.77,1.8
2024,2,20,0,0,0,-999,-999,-999,6.96,12.65,2.61
2024,2,20,1,0,0,-999,-999,-999,7.39,12.2,3.16
2024,2,20,2,0,0,-999,-999,-999,7.87,12.17,3.68
2024,2,20,3,0,0,-999,-999,-999,8.36,11.64,3.8
2024,2,20,4,0,0,-999,-999,-999,8.42,10.69,3.16
2024,2,20,5,0,0,-999,-999,-999,8.24,9.83,2.71
2024,2,20,6,0,0,-999,-999,-999,8,9.34,2.46
2024,2,20,7,90.95,73.06,0.3,0.16,80.06,8.06,11.4,2.75
2024,2,20,8,271.3,208.4,0.41,0.16,68.88,7.87,13.63,2.49
2024,2,20,9,463.77,385.72,0.53,0.12,58.35,7.45,16.47,2.41
2024,2,20,10,623.02,457.32,0.51,0.17,49.72,6.71,19.29,2.37
2024,2,20,11,668.9,506.88,0.51,0.1,44.16,5.86,21.58,2.63
2024,2,20,12,698.02,464.87,0.45,0.11,42.9,5.62,22.85,2.92
2024,2,20,13,654.05,408.71,0.42,0.1,46.3,5.74,23.32,3.32
2024,2,20,14,547.7,407.4,0.49,0.17,53.46,5.98,23.26,3.69
2024,2,20,15,375.67,277.85,0.44,0.08,63.1,6.29,22.5,3.77
2024,2,20,16,186.8,156.09,0.41,0.17,74.23,7.45,20.25,2.79
2024,2,20,17,28.9,26.27,0.27,0.14,85.98,7.69,16.69,2.96
2024,2,20,18,0,0,-999,-999,-999,7.81,15.4,3.18
2024,2,20,19,0,0,-999,-999,-999,8,14.66,3.16
2024,2,20,20,0,0,-999,-999,-999,7.87,13.86,3.04
2024,2,20,21,0,0,-999,-999,-999,7.63,13.07,2.94
2024,2,20,22,0,0,-999,-999,-999,7.32,12.31,2.86
