YEAR,MO,DY,HR,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SRF_ALB,SZA,QV2M,T2M,WS10M
2023,1,1,0,0,0,-999,-999,-999,4.7,8.01,2.77
2023,1,1,1,0,0,-999,-999,-999,4.76,7.55,2.59
2023,1,1,2,0,0,-999,-999,-999,4.88,7.26,2.37
2023,1,1,3,0,0,-999,-999,-999,4.94,7.47,2.05
2023,1,1,4,0,0,-999,-999,-999,5,7.69,1.82
2023,1,1,5,0,0,-999,-999,-999,5,7.76,1.59
2023,1,1,6,0,0,-999,-999,-999,5,7.9,1.32
2023,1,1,7,53,36.19,0.32,0.16,85.45,5,8.58,1.08
2023,1,1,8,241.6,158.8,0.44,0.17,75.08,5,10.44,1.05
2023,1,1,9,418.4,237.06,0.41,0.16,66.09,4.94,11.69,1.32
2023,1,1,10,549.75,292.36,0.41,0.16,59.23,4.82,13.33,1.47
2023,1,1,11,604.98,345.15,0.43,0.16,55.32,4.03,16.08,2.12
2023,1,1,12,611.73,329.34,0.41,0.16,54.98,3.48,17.99,2.65
2023,1,1,13,552.33,301.8,0.41,0.16,58.29,3.48,18.56,2.24
2023,1,1,14,432.02,257.52,0.43,0.16,64.68,3.48,18.54,1.54
2023,1,1,15,263.9,185.84,0.46,0.17,73.34,4.39,17.74,0.79
2023,1,1,16,78.1,57.55,0.36,0.16,83.5,4.39,15.9,1.08
2023,1,1,17,0,0,-999,-999,-999,3.85,14.33,1.4
2023,1,1,18,0,0,-999,-999,-999,3.72,13.37,1.49
2023,1,1,19,0,0,-999,-999,-999,3.6,12.32,1.47
2023,1,1,20,0,0,-999,-999,-999,3.54,11.81,1.37
2023,1,1,21,0,0,-999,-999,-999,3.48,11.55,1.25
2023,1,1,22,0,0,-999,-999,-999,3.42,10.89,1.23
2023,1,1,23,0,0,-999,-999,-999,3.36,10.05,1.37
2023,1,2,0,0,0,-999,-999,-999,3.36,9.22,1.69
2023,1,2,1,0,0,-999,-999,-999,3.36,8.26,2
2023,1,2,2,0,0,-999,-999,-999,3.42,7.34,2.12
2023,1,2,3,0,0,-999,-999,-999,3.42,7.19,1.89
2023,1,2,4,0,0,-999,-999,-999,3.48,7.37,1.27
2023,1,2,5,0,0,-999,-999,-999,3.48,7.33,0.9
2023,1,2,6,0,0,-999,-999,-999,3.48,6.82,0.83
2023,1,2,7,53.23,30.82,0.28,0.15,85.48,3.54,6.71,0.86
2023,1,2,8,241.4,109.88,0.3,0.16,75.09,3.6,8.73,1.14
2023,1,2,9,417.25,199.4,0.35,0.16,66.09,3.66,11.19,1.05
2023,1,2,10,547.77,275.97,0.38,0.16,59.2,3.54,16.1,1.14
2023,1,2,11,605.2,349.77,0.44,0.16,55.26,3.42,18.87,1.37
2023,1,2,12,608.58,390.42,0.48,0.13,54.89,3.3,19.84,1.66
2023,1,2,13,548.52,358.95,0.48,0.13,58.17,3.17,20.08,1.86
2023,1,2,14,428.45,316.95,0.52,0.12,64.55,3.05,19.58,2.02
2023,1,2,15,262.17,203.27,0.5,0.17,73.2,3.54,18.51,1.77
2023,1,2,16,78.4,59.23,0.36,0.17,83.35,4.09,15.42,1.75
2023,1,2,17,0,0,-999,-999,-999,3.48,13.69,1.89
2023,1,2,18,0,0,-999,-999,-999,3.36,13.15,1.87
2023,1,2,19,0,0,-999,-999,-999,3.36,12.72,1.78
2023,1,2,20,0,0,-999,-999,-999,3.3,12.3,1.57
2023,1,2,21,0,0,-999,-999,-999,3.3,11.78,1.2
2023,1,2,22,0,0,-999,-999,-999,3.3,11.37,0.98
2023,1,2,23,0,0,-999,-999,-999,3.3,10.43,0.98
2023,1,3,0,0,0,-999,-999,-999,3.23,9.25,1.24
2023,1,3,1,0,0,-999,-999,-999,3.3,8.44,1.48
2023,1,3,2,0,0,-999,-999,-999,3.3,7.9,1.51
2023,1,3,3,0,0,-999,-999,-999,3.36,7.62,1.26
2023,1,3,4,0,0,-999,-999,-999,3.36,7.98,0.78
2023,1,3,5,0,0,-999,-999,-999,3.36,7.51,1
2023,1,3,6,0,0,-999,-999,-999,3.36,6.31,1.8
2023,1,3,7,51.08,28.47,0.26,0.14,85.52,3.3,5.83,2.37
2023,1,3,8,236.98,85.55,0.23,0.15,75.11,3.42,9.46,2.95
2023,1,3,9,412.48,161.75,0.28,0.16,66.08,3.42,12.08,2.7
2023,1,3,10,542.92,229.94,0.32,0.16,59.16,3.23,16.36,2.95
2023,1,3,11,584.55,260.14,0.32,0.16,55.18,2.93,18.59,3.25
2023,1,3,12,590.17,288.7,0.36,0.16,54.79,2.81,19.12,3.13
2023,1,3,13,533.4,201.65,0.27,0.16,58.05,2.75,19.16,3.15
2023,1,3,14,417.35,195.53,0.32,0.16,64.41,2.69,18.7,3.12
2023,1,3,15,255.4,126.8,0.31,0.16,73.05,3.05,17.61,2.46
2023,1,3,16,77.83,44.28,0.27,0.16,83.2,3.78,13.83,2.16
2023,1,3,17,0,0,-999,-999,-999,3.17,11.73,2.39
2023,1,3,18,0,0,-999,-999,-999,3.05,10.9,2.39
2023,1,3,19,0,0,-999,-999,-999,2.93,10.16,2.37
2023,1,3,20,0,0,-999,-999,-999,2.87,9.58,2.25
2023,1,3,21,0,0,-999,-999,-999,2.87,9.16,2.01
2023,1,3,22,0,0,-999,-999,-999,2.87,8.62,1.72
2023,1,3,23,0,0,-999,-999,-999,2.87,7.91,1.58
2023,1,4,0,0,0,-999,-999,-999,2.87,7.03,1.71
2023,1,4,1,0,0,-999,-999,-999,2.93,6.05,1.95
2023,1,4,2,0,0,-999,-999,-999,2.99,5.44,1.98
2023,1,4,3,0,0,-999,-999,-999,3.11,5.45,1.75
2023,1,4,4,0,0,-999,-999,-999,3.17,5.51,1.45
2023,1,4,5,0,0,-999,-999,-999,3.23,5.32,1.42
2023,1,4,6,0,0,-999,-999,-999,3.3,4.55,1.7
2023,1,4,7,55.83,40.35,0.37,0.16,85.53,3.36,4.45,1.94
2023,1,4,8,249.85,99.55,0.27,0.16,75.11,3.48,7.66,2.41
2023,1,4,9,428.95,188.52,0.33,0.16,66.05,3.6,10.3,2.02
2023,1,4,10,562.1,287.87,0.4,0.16,59.12,3.42,15,2.76
2023,1,4,11,618.88,399.35,0.49,0.16,55.1,3.3,17.57,3.18
2023,1,4,12,624,466.53,0.57,0.13,54.68,3.17,18.77,3.21
2023,1,4,13,564.67,554.68,0.74,0.12,57.91,3.11,19.43,3.27
2023,1,4,14,443.9,450.58,0.73,0.16,64.27,2.99,19.27,3.33
2023,1,4,15,276,275.96,0.66,0.18,72.91,3.42,18.13,2.6
2023,1,4,16,87.58,70.94,0.41,0.18,83.03,3.91,13.91,2.53
2023,1,4,17,0,0,-999,-999,-999,3.42,11.19,2.99
2023,1,4,18,0,0,-999,-999,-999,3.23,10.07,3.17
2023,1,4,19,0,0,-999,-999,-999,3.17,9.19,3.24
2023,1,4,20,0,0,-999,-999,-999,3.05,8.43,3.22
2023,1,4,21,0,0,-999,-999,-999,2.99,7.73,3.13
2023,1,4,22,0,0,-999,-999,-999,2.93,7.15,2.94
2023,1,4,23,0,0,-999,-999,-999,2.93,6.7,2.71
2023,1,5,0,0,0,-999,-999,-999,2.87,6.33,2.48
2023,1,5,1,0,0,-999,-999,-999,2.87,5.96,2.28
2023,1,5,2,0,0,-999,-999,-999,2.87,5.4,2.24
2023,1,5,3,0,0,-999,-999,-999,2.87,4.75,2.28
2023,1,5,4,0,0,-999,-999,-999,2.93,4.11,2.35
2023,1,5,5,0,0,-999,-999,-999,2.93,3.55,2.4
2023,1,5,6,0,0,-999,-999,-999,2.99,3.15,2.38
2023,1,5,7,58.17,45.62,0.41,0.17,85.55,3.05,3.65,2.26
2023,1,5,8,256.88,79.95,0.22,0.16,75.11,3.11,7.33,2.43
2023,1,5,9,439.48,173.52,0.3,0.16,66.03,3.11,9.98,1.81
2023,1,5,10,575.35,233.23,0.32,0.16,59.06,3.05,13.91,2.19
2023,1,5,11,644.25,286.95,0.35,0.16,55.02,2.75,17.55,3.28
2023,1,5,12,652.62,294.55,0.36,0.16,54.56,2.62,19.23,3.25
2023,1,5,13,593.05,335.62,0.45,0.16,57.78,2.56,19.99,3.19
2023,1,5,14,470.88,268.99,0.44,0.16,64.12,2.5,20.05,3.25
2023,1,5,15,298.4,158.25,0.38,0.16,72.76,2.87,18.92,2.72
2023,1,5,16,101.73,56.53,0.32,0.16,82.87,3.54,14.58,2.39
2023,1,5,17,0,0,-999,-999,-999,2.87,12.65,2.34
2023,1,5,18,0,0,-999,-999,-999,2.69,12.52,1.86
2023,1,5,19,0,0,-999,-999,-999,2.62,11.96,1.37
2023,1,5,20,0,0,-999,-999,-999,2.5,11.32,1.47
2023,1,5,21,0,0,-999,-999,-999,2.44,10.25,1.72
2023,1,5,22,0,0,-999,-999,-999,2.38,9.46,1.83
2023,1,5,23,0,0,-999,-999,-999,2.38,8.72,1.73
2023,1,6,0,0,0,-999,-999,-999,2.32,8.12,1.52
2023,1,6,1,0,0,-999,-999,-999,2.32,7.76,1.21
2023,1,6,2,0,0,-999,-999,-999,2.26,7.52,1.1
2023,1,6,3,0,0,-999,-999,-999,2.26,6.4,1.43
2023,1,6,4,0,0,-999,-999,-999,2.2,5.46,1.82
2023,1,6,5,0,0,-999,-999,-999,2.2,5.01,1.83
2023,1,6,6,0,0,-999,-999,-999,2.14,4.73,1.71
2023,1,6,7,57,27.48,0.25,0.14,85.56,2.2,5.06,1.57
2023,1,6,8,254.3,71.93,0.2,0.15,75.11,2.38,7.48,1.54
2023,1,6,9,436.42,133.59,0.23,0.16,66,2.2,9.44,1.36
2023,1,6,10,572.27,201.78,0.28,0.16,59,2.32,11.55,0.94
2023,1,6,11,631.3,223.98,0.27,0.16,54.92,2.32,13.71,1.37
2023,1,6,12,641.58,256.3,0.31,0.16,54.44,2.26,16.5,1.95
2023,1,6,13,581.98,222.59,0.3,0.16,57.63,2.26,18.48,1.88
2023,1,6,14,459.48,209.05,0.34,0.16,63.97,2.26,18.78,1.85
2023,1,6,15,287.67,70.35,0.16,0.14,72.61,3.42,17.52,1.3
2023,1,6,16,95.4,33.91,0.19,0.15,82.69,3.23,15.17,1.51
2023,1,6,17,0,0,-999,-999,-999,2.93,13.62,1.72
2023,1,6,18,0,0,-999,-999,-999,2.93,12.84,1.79
2023,1,6,19,0,0,-999,-999,-999,2.99,12.27,1.83
2023,1,6,20,0,0,-999,-999,-999,2.93,11.76,1.8
2023,1,6,21,0,0,-999,-999,-999,2.99,11.25,1.84
2023,1,6,22,0,0,-999,-999,-999,2.99,10.9,1.74
2023,1,6,23,0,0,-999,-999,-999,2.99,10.68,1.58
2023,1,7,0,0,0,-999,-999,-999,3.05,10.14,1.44
2023,1,7,1,0,0,-999,-999,-999,3.05,9.05,1.5
2023,1,7,2,0,0,-999,-999,-999,3.17,8.33,1.56
2023,1,7,3,0,0,-999,-999,-999,3.17,7.83,1.55
2023,1,7,4,0,0,-999,-999,-999,3.17,7.07,1.84
2023,1,7,5,0,0,-999,-999,-999,3.11,6.39,2.21
2023,1,7,6,0,0,-999,-999,-999,3.05,5.81,2.49
2023,1,7,7,44.2,36.08,0.33,0.16,85.57,3.17,6.36,2.45
2023,1,7,8,223.1,74.18,0.2,0.16,75.09,3.23,9.82,2.97
2023,1,7,9,399.23,169.13,0.3,0.16,65.96,3.3,12.38,2.39
2023,1,7,10,532.45,238.98,0.33,0.16,58.93,3.11,16.63,3.08
2023,1,7,11,577.98,282.8,0.35,0.16,54.81,2.81,19.72,4.15
2023,1,7,12,585.17,354.27,0.43,0.17,54.3,2.75,21.15,4.59
2023,1,7,13,523.6,340.85,0.45,0.1,57.48,2.69,21.77,5.21
2023,1,7,14,407.9,228.3,0.37,0.16,63.81,2.69,20.68,5.41
2023,1,7,15,244.42,119.64,0.28,0.16,72.45,3.05,18.01,3.86
2023,1,7,16,74.48,47.48,0.26,0.16,82.51,3.42,15.2,3.15
2023,1,7,17,0,0,-999,-999,-999,3.54,13.44,2.91
2023,1,7,18,0,0,-999,-999,-999,3.72,12.51,2.57
2023,1,7,19,0,0,-999,-999,-999,3.78,11.06,2.55
2023,1,7,20,0,0,-999,-999,-999,3.78,10.08,2.68
2023,1,7,21,0,0,-999,-999,-999,3.72,9.15,2.94
2023,1,7,22,0,0,-999,-999,-999,3.72,8.75,3.14
2023,1,7,23,0,0,-999,-999,-999,3.78,8.64,3.23
2023,1,8,0,0,0,-999,-999,-999,3.85,8.28,3.22
2023,1,8,1,0,0,-999,-999,-999,3.91,7.91,3.08
2023,1,8,2,0,0,-999,-999,-999,4.03,7.98,3
2023,1,8,3,0,0,-999,-999,-999,4.09,7.3,2.99
2023,1,8,4,0,0,-999,-999,-999,4.09,6.21,2.9
2023,1,8,5,0,0,-999,-999,-999,4.15,5.79,2.68
2023,1,8,6,0,0,-999,-999,-999,4.15,5.9,2.45
2023,1,8,7,42.55,33.43,0.3,0.15,85.57,4.15,7.22,2.44
2023,1,8,8,216.98,79.55,0.22,0.15,75.08,4.15,9.77,3.63
2023,1,8,9,390.58,158.63,0.27,0.16,65.92,4.15,12.61,2.82
2023,1,8,10,522.73,241.02,0.33,0.16,58.85,4.15,15.82,2.48
2023,1,8,11,562.77,331.45,0.41,0.16,54.7,3.78,17.33,2.73
2023,1,8,12,573.1,394.1,0.48,0.17,54.16,3.72,17.88,2.47
2023,1,8,13,517.17,373.63,0.49,0.17,57.33,3.72,18.7,2.2
2023,1,8,14,401.6,268.26,0.43,0.16,63.65,3.66,18.82,1.81
2023,1,8,15,241.67,167.86,0.39,0.16,72.29,4.21,18.05,1.36
2023,1,8,16,75.55,56.25,0.3,0.17,82.33,4.46,15.34,1.79
2023,1,8,17,0,0,-999,-999,-999,3.97,12.83,2.54
2023,1,8,18,0,0,-999,-999,-999,3.85,11.55,2.99
2023,1,8,19,0,0,-999,-999,-999,3.85,10.91,3.2
2023,1,8,20,0,0,-999,-999,-999,3.91,10.24,3.27
2023,1,8,21,0,0,-999,-999,-999,4.03,9.4,3.23
2023,1,8,22,0,0,-999,-999,-999,4.27,8.73,3.16
2023,1,8,23,0,0,-999,-999,-999,4.58,8.22,2.99
2023,1,9,0,0,0,-999,-999,-999,4.82,7.96,2.7
2023,1,9,1,0,0,-999,-999,-999,5,8.15,2.33
2023,1,9,2,0,0,-999,-999,-999,5.13,8.18,2.14
2023,1,9,3,0,0,-999,-999,-999,5.19,7.81,2.22
2023,1,9,4,0,0,-999,-999,-999,5.31,7,2.47
2023,1,9,5,0,0,-999,-999,-999,5.49,6.31,2.65
2023,1,9,6,0,0,-999,-999,-999,5.68,5.91,2.61
2023,1,9,7,43.1,21.98,0.2,0.13,85.57,5.86,7.15,2.15
2023,1,9,8,218.83,65.55,0.18,0.15,75.05,6.04,9.73,2.34
2023,1,9,9,392.9,134.83,0.23,0.16,65.87,6.1,11.05,2.01
2023,1,9,10,524.98,197.74,0.27,0.16,58.77,6.16,12.91,2.27
2023,1,9,11,555.3,210.73,0.26,0.16,54.59,5.8,15.26,3.08
2023,1,9,12,565.7,276.36,0.34,0.16,54.02,5.49,16.7,3.51
2023,1,9,13,510.73,361.2,0.48,0.17,57.16,5.25,17.62,3.42
2023,1,9,14,396.25,290.72,0.46,0.17,63.48,5.13,17.82,2.86
2023,1,9,15,238.42,175.15,0.41,0.16,72.12,5.68,17,1.51
2023,1,9,16,76.05,58.98,0.3,0.17,82.13,5.55,15.43,1.4
2023,1,9,17,0,0,-999,-999,-999,5.25,13.85,1.84
2023,1,9,18,0,0,-999,-999,-999,5.19,12.4,2.29
2023,1,9,19,0,0,-999,-999,-999,5.19,11.44,2.53
2023,1,9,20,0,0,-999,-999,-999,5.19,10.69,2.7
2023,1,9,21,0,0,-999,-999,-999,5.19,9.85,2.84
2023,1,9,22,0,0,-999,-999,-999,5.13,9.12,2.87
2023,1,9,23,0,0,-999,-999,-999,5.13,8.55,2.82
2023,1,10,0,0,0,-999,-999,-999,5.13,8.08,2.76
2023,1,10,1,0,0,-999,-999,-999,5.19,7.76,2.68
2023,1,10,2,0,0,-999,-999,-999,5.25,7.4,2.63
2023,1,10,3,0,0,-999,-999,-999,5.31,7.04,2.63
2023,1,10,4,0,0,-999,-999,-999,5.37,6.83,2.54
2023,1,10,5,0,0,-999,-999,-999,5.49,6.92,2.32
2023,1,10,6,0,0,-999,-999,-999,5.55,7.37,1.95
2023,1,10,7,46.12,29.83,0.27,0.14,85.56,5.62,8.65,1.35
2023,1,10,8,226.6,63.98,0.18,0.15,75.02,5.68,11.44,1.25
2023,1,10,9,402.73,146.69,0.26,0.16,65.81,5.8,14.15,1.45
2023,1,10,10,536.98,209.26,0.29,0.16,58.68,5.8,18.91,2.79
2023,1,10,11,594.42,261.33,0.32,0.16,54.46,5.8,21.14,3.93
2023,1,10,12,604.73,288.15,0.34,0.16,53.87,5.86,21.58,4.09
2023,1,10,13,547.17,450.48,0.59,0.12,57,5.92,20.68,3.72
2023,1,10,14,431.33,402.94,0.64,0.12,63.3,5.98,20.48,3.72
2023,1,10,15,268.58,220.33,0.51,0.11,71.95,5.98,20.04,3.37
2023,1,10,16,92.98,70.3,0.36,0.17,81.94,6.16,16.61,2.28
2023,1,10,17,0,0,-999,-999,-999,5.92,13.98,2.49
2023,1,10,18,0,0,-999,-999,-999,5.92,13.21,2.56
2023,1,10,19,0,0,-999,-999,-999,5.92,12.75,2.61
2023,1,10,20,0,0,-999,-999,-999,5.86,12.31,2.5
2023,1,10,21,0,0,-999,-999,-999,5.86,11.5,2.43
2023,1,10,22,0,0,-999,-999,-999,5.86,11.18,2.35
2023,1,10,23,0,0,-999,-999,-999,5.86,11.42,2.05
2023,1,11,0,0,0,-999,-999,-999,5.86,11.28,1.91
2023,1,11,1,0,0,-999,-999,-999,5.86,11.89,1.13
2023,1,11,2,0,0,-999,-999,-999,5.86,12.35,0.32
2023,1,11,3,0,0,-999,-999,-999,5.86,11.67,0.48
2023,1,11,4,0,0,-999,-999,-999,5.86,10.73,1.29
2023,1,11,5,0,0,-999,-999,-999,5.86,10.55,1.31
2023,1,11,6,0,0,-999,-999,-999,5.92,10.55,1.1
2023,1,11,7,33.92,18.28,0.16,0.12,85.55,6.04,10.58,1.18
2023,1,11,8,180.02,40.23,0.11,0.13,74.98,6.23,12.37,1.86
2023,1,11,9,339.73,67.56,0.12,0.14,65.75,6.35,14.48,1.97
2023,1,11,10,466.05,55.58,0.08,0.13,58.58,6.35,17.89,1.81
2023,1,11,11,538.75,174.04,0.21,0.16,54.34,6.23,19.78,1.11
2023,1,11,12,543.98,174.89,0.21,0.16,53.7,6.1,20.48,1.15
2023,1,11,13,477.33,98.88,0.12,0.15,56.82,5.92,20.59,1.71
2023,1,11,14,357.05,70.79,0.11,0.15,63.12,5.8,20.08,2.07
2023,1,11,15,198.55,40.18,0.09,0.13,71.77,6.23,19.04,1.51
2023,1,11,16,64.88,30.88,0.16,0.16,81.73,6.65,17.1,1.32
2023,1,11,17,0,0,-999,-999,-999,6.41,15.45,1.74
2023,1,11,18,0,0,-999,-999,-999,6.59,14.26,2.26
2023,1,11,19,0,0,-999,-999,-999,6.77,13.38,2.66
2023,1,11,20,0,0,-999,-999,-999,7.02,12.55,3.03
2023,1,11,21,0,0,-999,-999,-999,7.26,11.9,3.5
2023,1,11,22,0,0,-999,-999,-999,7.39,11.49,4.04
2023,1,11,23,0,0,-999,-999,-999,7.45,11.16,4.53
2023,1,12,0,0,0,-999,-999,-999,7.45,10.67,4.62
2023,1,12,1,0,0,-999,-999,-999,7.39,10.11,4.45
2023,1,12,2,0,0,-999,-999,-999,7.26,9.63,4.19
2023,1,12,3,0,0,-999,-999,-999,7.08,9.24,3.94
2023,1,12,4,0,0,-999,-999,-999,6.9,8.82,3.73
2023,1,12,5,0,0,-999,-999,-999,6.71,8.44,3.6
2023,1,12,6,0,0,-999,-999,-999,6.53,8.14,3.49
2023,1,12,7,35.73,27.5,0.25,0.15,85.52,6.47,8.96,3.94
2023,1,12,8,190.83,61.86,0.17,0.15,74.95,6.53,11.24,4.33
2023,1,12,9,360.12,163.15,0.28,0.16,65.67,6.59,14.4,3.51
2023,1,12,10,493.98,213.91,0.29,0.16,58.48,5.92,19.13,4.72
2023,1,12,11,560.88,292.88,0.36,0.16,54.2,5.8,21.48,4.33
2023,1,12,12,571.17,374.72,0.45,0.17,53.54,5.74,22.57,3.75
2023,1,12,13,510.42,411.4,0.53,0.09,56.64,5.62,22.85,3.3
2023,1,12,14,394.15,348.75,0.55,0.08,62.95,5.43,22.47,2.78
2023,1,12,15,235.6,208.26,0.47,0.04,71.59,5.68,21.62,1.87
2023,1,12,16,79.83,64.45,0.31,0.17,81.52,6.16,19.58,1.05
2023,1,12,17,0,0,-999,-999,-999,5.74,18.15,1.13
2023,1,12,18,0,0,-999,-999,-999,5.8,16.74,1.77
2023,1,12,19,0,0,-999,-999,-999,6.04,15.51,2.29
2023,1,12,20,0,0,-999,-999,-999,6.47,14.35,2.96
2023,1,12,21,0,0,-999,-999,-999,6.9,13.06,3.33
2023,1,12,22,0,0,-999,-999,-999,7.2,12.02,3.45
2023,1,12,23,0,0,-999,-999,-999,7.32,11.39,2.96
2023,1,13,0,0,0,-999,-999,-999,7.26,11.13,2.27
2023,1,13,1,0,0,-999,-999,-999,7.2,10.79,1.49
2023,1,13,2,0,0,-999,-999,-999,7.2,10.12,1.2
2023,1,13,3,0,0,-999,-999,-999,7.08,9.21,1.39
2023,1,13,4,0,0,-999,-999,-999,7.02,8.76,1.33
2023,1,13,5,0,0,-999,-999,-999,6.96,8.76,1.08
2023,1,13,6,0,0,-999,-999,-999,6.96,8.78,0.99
2023,1,13,7,32.65,27.09,0.24,0.15,85.5,7.02,9.07,1.09
2023,1,13,8,178.3,40.46,0.11,0.14,74.9,7.26,10.48,1.66
2023,1,13,9,345.88,102.48,0.18,0.16,65.59,7.39,12.47,1.86
2023,1,13,10,481.05,152.32,0.2,0.16,58.37,7.39,14.88,2.09
2023,1,13,11,499.23,183.36,0.22,0.16,54.05,7.2,17.49,3.03
2023,1,13,12,514.08,185.58,0.22,0.16,53.37,6.96,18.89,3.81
2023,1,13,13,464.42,134.34,0.17,0.16,56.46,6.59,19.18,4.22
2023,1,13,14,358.62,99.51,0.16,0.16,62.76,6.1,18.76,4.34
2023,1,13,15,214.23,68.76,0.16,0.15,71.41,5.92,17.8,3.8
2023,1,13,16,73.2,48.84,0.23,0.17,81.31,6.04,14.9,2.92
2023,1,13,17,0,0,-999,-999,-999,5.07,12.13,3.56
2023,1,13,18,0,0,-999,-999,-999,3.97,10.82,4.19
2023,1,13,19,0,0,-999,-999,-999,3.17,9.32,4.33
2023,1,13,20,0,0,-999,-999,-999,2.75,7.76,3.92
2023,1,13,21,0,0,-999,-999,-999,2.62,6.43,3.45
2023,1,13,22,0,0,-999,-999,-999,2.62,5.36,3.16
2023,1,13,23,0,0,-999,-999,-999,2.62,4.45,3.02
2023,1,14,0,0,0,-999,-999,-999,2.62,3.62,2.94
2023,1,14,1,0,0,-999,-999,-999,2.56,2.87,2.89
2023,1,14,2,0,0,-999,-999,-999,2.56,2.19,2.91
2023,1,14,3,0,0,-999,-999,-999,2.62,1.59,2.94
2023,1,14,4,0,0,-999,-999,-999,2.69,1.05,2.97
2023,1,14,5,0,0,-999,-999,-999,2.75,0.61,2.95
2023,1,14,6,0,0,-999,-999,-999,2.81,0.32,2.89
2023,1,14,7,41.5,43.16,0.39,0.16,85.48,2.99,1.84,2.54
2023,1,14,8,216.75,216.66,0.59,0.18,74.84,3.05,5.91,3.11
2023,1,14,9,398.5,404.92,0.7,0.11,65.52,3.17,9.01,2.39
2023,1,14,10,544.65,549.32,0.74,0.12,58.25,2.32,13.98,2.93
2023,1,14,11,599.23,603.97,0.73,0.12,53.9,1.89,16.21,3.02
2023,1,14,12,624.98,630.99,0.75,0.09,53.19,1.83,16.97,3
2023,1,14,13,571.8,577.92,0.74,0.1,56.27,1.83,17.21,3.05
2023,1,14,14,458.23,459.37,0.71,0.08,62.57,1.83,16.94,3.11
2023,1,14,15,291.4,290.47,0.64,0.06,71.23,1.95,16.13,3.15
2023,1,14,16,111.83,110.12,0.51,0.19,81.09,3.3,12.31,2.43
2023,1,14,17,0,0,-999,-999,-999,2.99,8.54,3.16
2023,1,14,18,0,0,-999,-999,-999,2.87,7.47,3.46
2023,1,14,19,0,0,-999,-999,-999,2.87,6.69,3.58
2023,1,14,20,0,0,-999,-999,-999,2.87,5.96,3.58
2023,1,14,21,0,0,-999,-999,-999,2.93,5.22,3.51
2023,1,14,22,0,0,-999,-999,-999,2.93,4.48,3.38
2023,1,14,23,0,0,-999,-999,-999,2.99,3.81,3.18
2023,1,15,0,0,0,-999,-999,-999,3.11,3.23,3
2023,1,15,1,0,0,-999,-999,-999,3.17,2.71,2.95
2023,1,15,2,0,0,-999,-999,-999,3.36,2.21,2.89
2023,1,15,3,0,0,-999,-999,-999,3.48,1.75,2.81
2023,1,15,4,0,0,-999,-999,-999,3.54,1.32,2.76
2023,1,15,5,0,0,-999,-999,-999,3.6,0.98,2.65
2023,1,15,6,0,0,-999,-999,-999,3.66,0.8,2.5
2023,1,15,7,57.05,60.21,0.54,0.18,85.44,3.66,2.15,2.15
2023,1,15,8,258.38,261.74,0.71,0.17,74.78,3.6,5.84,2.66
2023,1,15,9,446.12,452.55,0.77,0.16,65.42,3.6,9.13,2.18
2023,1,15,10,588.55,595.48,0.8,0.16,58.12,3.11,14.04,3.11
2023,1,15,11,661.17,665.82,0.8,0.16,53.73,2.93,16.55,3.46
2023,1,15,12,676.5,682.59,0.8,0.16,53,2.81,17.63,3.62
2023,1,15,13,621.83,627.84,0.8,0.16,56.07,2.75,18.16,3.71
2023,1,15,14,502.95,509.85,0.78,0.17,62.37,2.69,18.06,3.65
2023,1,15,15,331.65,338.91,0.74,0.18,71.04,2.75,17.3,3.22
2023,1,15,16,138.08,139.57,0.62,0.2,80.87,3.97,13.47,2.27
2023,1,15,17,0,0,-999,-999,-999,3.36,10.48,2.69
2023,1,15,18,0,0,-999,-999,-999,3.17,9.15,2.96
2023,1,15,19,0,0,-999,-999,-999,3.05,8.05,3.21
2023,1,15,20,0,0,-999,-999,-999,2.87,7.14,3.34
2023,1,15,21,0,0,-999,-999,-999,2.81,6.26,3.34
2023,1,15,22,0,0,-999,-999,-999,2.81,5.45,3.21
2023,1,15,23,0,0,-999,-999,-999,2.87,4.77,2.98
2023,1,16,0,0,0,-999,-999,-999,2.99,4.3,2.71
2023,1,16,1,0,0,-999,-999,-999,3.11,4.01,2.47
2023,1,16,2,0,0,-999,-999,-999,3.3,3.73,2.35
2023,1,16,3,0,0,-999,-999,-999,3.42,3.3,2.34
2023,1,16,4,0,0,-999,-999,-999,3.54,2.82,2.4
2023,1,16,5,0,0,-999,-999,-999,3.66,2.4,2.43
2023,1,16,6,0,0,-999,-999,-999,3.72,2.15,2.41
2023,1,16,7,59.3,51.68,0.46,0.18,85.4,3.72,3.2,2.14
2023,1,16,8,261.95,244.82,0.66,0.18,74.71,3.78,7.2,2.13
2023,1,16,9,450.08,456.01,0.77,0.19,65.33,3.78,10.18,1.44
2023,1,16,10,592.55,599.88,0.8,0.18,57.99,2.93,14.94,1.99
2023,1,16,11,665.92,670.64,0.8,0.16,53.57,1.83,17.99,2.9
2023,1,16,12,680.35,686.48,0.8,0.17,52.81,1.65,18.81,3.3
2023,1,16,13,543.09,386.81,0.49,0.15,55.87,1.59,19.01,3.63
2023,1,16,14,507.1,514.61,0.78,0.16,62.17,1.59,18.67,3.7
2023,1,16,15,336.17,343.7,0.74,0.17,70.85,1.71,17.66,3.23
2023,1,16,16,143.48,145.45,0.63,0.2,80.64,3.11,13.2,2.49
